field_id,date,pest_type,severity_0_to_1,temp_avg,humidity_avg,rainfall_mm,ndvi,days_since_last_spray,outbreak
F016,2026-04-01 10:52:31.303032,aphid,0.3966839150228143,35.54625497144008,51.9863714061168,99.20139134133976,0.5122232370165573,29,1
F017,2025-10-07 10:52:31.303079,aphid,0.8459593972177657,10.01934645399976,61.5714899937084,97.33649382043895,0.6645392480212201,3,1
F018,2025-08-07 10:52:31.303126,thrip,0.5545559533226385,41.050240561443495,41.77436630603702,49.33725749521649,0.5335762592996274,5,0
F019,2026-03-13 10:52:31.303158,spider_mite,0.136948816745722,15.448368389906072,50.297081545252155,13.107754916293295,0.43999722206595027,13,1
F020,2026-03-23 10:52:31.303190,armyworm,0.4280250989529478,14.32473707628984,49.864613880937156,52.29420707199428,0.38058072286785927,6,0
F021,2026-02-26 10:52:31.303221,whitefly,0.4706877799899257,35.20151304938346,89.15269765370593,42.342655114922636,0.6915567031905264,19,0
F022,2025-10-21 10:52:31.303253,aphid,0.3116831634050101,19.33194778775316,57.44298672698742,77.83866179456922,0.6348386525349332,26,1
F023,2025-12-27 10:52:31.303285,thrip,0.4641493884358715,21.63943463017087,60.30280539202647,78.79095302954721,0.5694547336314678,15,1
F024,2026-02-05 10:52:31.303317,spider_mite,0.6739283496665931,13.416628471359003,104.12587985297623,62.28358471632083,0.6541625873493966,4,0
F025,2025-05-24 10:52:31.303349,aphid,0.7706961619327751,27.387526567677728,79.44372613378086,86.99214753320769,0.6738275779683032,22,1
F026,2025-11-07 10:52:31.303381,armyworm,0.02006409547698229,13.064255465517185,69.96425969578986,7.184953648382113,0.5519937827588617,15,0
F027,2025-09-03 10:52:31.303414,spider_mite,0.46209267144522537,32.818067207684365,63.722744302956634,66.87761342001554,0.423472306194694,11,1
F028,2025-07-05 10:52:31.303448,aphid,0.3506696704032022,25.94038188254214,66.19624620794353,-7.860102659295741,0.9085761068245579,16,0
F029,2025-12-27 10:52:31.303480,armyworm,0.7695728021751653,45.679355323279765,105.81869056182376,0.1051999275860993,0.5038008297441267,18,1
F030,2025-09-13 10:52:31.303513,spider_mite,0.07179810271920706,15.03836562758906,52.24739333973683,40.5813930703558,0.5992209478098504,19,0
F031,2025-12-12 10:52:31.303544,thrip,0.5724079283243091,19.78765559261725,58.61344880562277,67.35561880613656,0.5860382256916669,12,0
F032,2026-03-23 10:52:31.303577,whitefly,0.15008900323871577,25.099820310388097,89.97251335247047,71.84974833885967,0.45223411574559796,22,1
F033,2025-11-28 10:52:31.303608,armyworm,0.6502618172631124,10.646038892690722,55.58161321937615,87.85963535302844,0.7665340582056241,12,0
F034,2026-03-22 10:52:31.303640,thrip,0.5138109864156009,19.827144258044626,62.28036226731549,54.283870671248906,0.6083635225791251,13,0
F035,2026-01-11 10:52:31.303672,spider_mite,0.9888589989919625,28.91684553394669,44.2697745277028,68.76364736000836,0.3711090518722778,25,1
F036,2025-05-29 10:52:31.303703,whitefly,0.7435956518226008,30.629723536229534,13.433837455341937,28.635524552887468,0.6785693920977066,4,0
F037,2025-10-19 10:52:31.303735,thrip,0.10780969000204732,25.73375549769419,73.63600171706625,48.645543255238444,0.4754978624261048,1,0
F038,2025-04-02 10:52:31.303767,whitefly,0.9084688171909971,25.35801843950189,61.42826898845193,7.812635934443136,0.7703104217645034,15,0
F039,2025-10-18 10:52:31.303798,aphid,0.262887856622563,20.023372333927128,72.62173517870696,64.61198548014416,0.6116424863869209,18,1
F040,2026-02-06 10:52:31.303830,thrip,0.7344104997785934,24.174379648034737,79.34604464412858,31.076548843323728,0.5597207790188377,9,0
F041,2025-08-16 10:52:31.303861,spider_mite,0.01493599158102965,24.272205635191156,41.49733474987248,51.319833786673485,0.397281563251637,20,0
F042,2025-08-15 10:52:31.303893,aphid,0.38402958405390075,48.22243275816523,29.443294908733805,59.377934788203035,0.9116926648398223,12,1
F043,2026-03-08 10:52:31.303924,armyworm,0.5033042643901074,22.960280746569197,57.93996668639565,71.4982269327184,0.651939009525638,9,0
F044,2025-10-15 10:52:31.303961,aphid,0.2318659059198005,16.970104507693698,76.96663331900844,63.92312504628082,0.42209285966220406,9,1
F045,2026-01-11 10:52:31.303993,armyworm,0.5040218284369311,8.542280518696494,64.27409832831505,-19.23058989498236,0.7013482918027711,3,1
F046,2025-08-06 10:52:31.304025,spider_mite,0.8540018736929511,22.27113810381426,103.6263234230882,64.3999023552657,0.4937153581559165,10,1
F047,2025-06-12 10:52:31.304056,armyworm,0.2968567693200965,34.776727104628876,66.89803127081684,92.48634357637961,0.9246780123547853,16,0
F048,2025-06-03 10:52:31.304088,aphid,0.806369273051082,26.914383401576877,71.76650619341093,39.0188612094218,0.7374523988288803,1,0
F049,2025-12-04 10:52:31.304119,whitefly,0.746601216214527,31.272046823395126,0.382791478145009,48.61359358057163,0.4824683616388721,4,0
F050,2025-11-08 10:52:31.304150,thrip,0.24887104413487038,19.410696183966543,92.81496007870098,48.123783676985894,0.881657942526427,21,1
F001,2026-01-29 10:52:31.304182,aphid,0.1269330808611897,22.146132832072766,65.39233845033233,43.826535165697464,0.5609072470257312,8,1
F002,2025-09-16 10:52:31.304214,thrip,0.8229055018239376,25.142112616102384,71.97235209026812,13.928249678407823,0.6862693109457761,3,1
F003,2025-08-22 10:52:31.304245,aphid,0.049204289874711815,28.415975669080378,62.67234555659179,33.690340047281104,0.5916425215972291,0,0
F004,2025-12-28 10:52:31.304277,spider_mite,0.8490394487750633,6.143209486505459,41.73012367946507,49.83412637383196,0.5820144917657638,17,1
F005,2025-05-09 10:52:31.304309,armyworm,0.7942283141976642,28.967285022615872,42.54221010296398,48.46232460163668,0.29064273279036906,14,1
F006,2026-02-20 10:52:31.304340,spider_mite,0.648785112954395,21.27195503995456,55.72160150216679,83.23161753282265,0.6979049019571533,12,0
F007,2025-11-07 10:52:31.304372,spider_mite,0.5182459095245224,18.55767093307572,48.96763011304547,55.80175014731701,0.6955961763639761,22,0
F008,2025-12-21 10:52:31.304403,armyworm,0.2927243175913905,36.30798779236687,50.24341797602467,-6.793759326868695,0.5578068352493404,19,1
F009,2025-05-04 10:52:31.304435,whitefly,0.643183415397193,24.579086443741176,62.16575252169631,47.041161786069225,0.8157031760034181,9,1
F010,2025-11-26 10:52:31.304467,whitefly,0.6002051768610849,33.99177713482207,18.992686587541392,44.293716902569344,0.3214466271047531,27,0
F011,2025-10-19 10:52:31.304499,whitefly,0.7398349619764307,25.56002900995381,84.28190513556784,47.01171098516314,0.5550396090587204,1,0
F012,2026-01-07 10:52:31.304530,spider_mite,0.5603119606418845,40.792500935876426,63.02285990282429,32.302037409637876,0.5136289021802496,17,1
F013,2026-02-04 10:52:31.304562,thrip,0.45943362318699255,14.003998095841128,61.38322965678834,45.0332678780816,0.5519885975437848,22,1
F014,2025-10-05 10:52:31.304594,thrip,0.42354492939251664,28.961062295847917,33.079396935699776,12.668415849116727,0.8001770828177996,1,1
F015,2025-06-23 10:52:31.304625,whitefly,0.13888077825429013,24.605931259988555,71.62415677925297,11.328512235920407,0.4228578266422073,12,1
F016,2026-01-24 10:52:31.304661,aphid,0.020574092517413933,28.32305895773471,44.69314111255919,30.787098066640812,0.5468652941496184,21,0
F017,2026-02-25 10:52:31.304692,spider_mite,0.6057949589034319,14.155633452368399,58.66020682291003,33.87394302751262,0.417027701601301,14,1
F018,2025-07-11 10:52:31.304724,aphid,0.21712478460615137,26.00101619730882,53.901859109416144,46.4078802770245,0.45019964189110984,17,1
F019,2026-02-20 10:52:31.304755,thrip,0.7461260811032666,27.346649446134442,42.46623978518203,72.6773305150488,0.4058992111544705,6,0
F020,2026-03-04 10:52:31.304786,spider_mite,0.9482722073935003,15.538268790926017,62.62918710896201,43.283115774640976,0.7262761774266661,22,1
F021,2025-10-01 10:52:31.304818,whitefly,0.4260006311692749,11.210049115033403,79.31675664570419,78.15713395542018,0.8042198856533155,0,0
F022,2025-09-18 10:52:31.304850,aphid,0.30859780940454673,24.09819506045555,109.72633378214626,-0.25122572921865327,0.5969131782997155,23,0
F023,2025-07-25 10:52:31.304881,thrip,0.9421375490593225,16.28718574172582,35.96652176239992,-1.7033284902969967,0.5218911968126673,5,1
F024,2025-11-09 10:52:31.304913,armyworm,0.7306098181547789,32.47808893750134,94.07409644064448,58.6718646842214,0.2560668050876197,16,0
F025,2026-02-28 10:52:31.304950,thrip,0.3569869613725053,27.236484364642006,104.7962946026168,48.15325288767762,0.45436027320847616,16,1
F026,2025-06-28 10:52:31.304982,thrip,0.07320292041063403,35.66404628407802,78.96316111953209,49.086753219707504,0.5886252199866757,10,1
F027,2025-11-19 10:52:31.305014,spider_mite,0.5230865343254604,15.286458199054605,86.42786312271075,64.80202936304204,0.663669276564217,19,0
F028,2025-05-22 10:52:31.305048,spider_mite,0.8792675521924401,23.818681728800964,24.08592045713044,64.71611872816233,0.7035154543515754,4,1
F029,2025-07-20 10:52:31.305080,armyworm,0.3447187098925212,39.417276471754484,94.10715557118782,28.233154910802405,0.8976957095112534,24,1
F030,2025-04-25 10:52:31.305112,aphid,0.283464722454293,28.514955680026592,99.12950148103658,5.917458965919295,0.5814077406869003,9,0
F031,2025-10-14 10:52:31.305144,thrip,0.0782462173764421,35.04772401054781,67.48055920834132,15.01225632543872,0.9062588326867655,12,1
F032,2026-02-04 10:52:31.305175,spider_mite,0.20097747146710898,24.046218835502884,42.48251730964583,7.29332006797631,0.8346695081964915,15,1
F033,2025-05-15 10:52:31.305207,whitefly,0.43957150511377463,25.2073137329334,35.94388258268481,42.70618682115675,0.7282123163532814,0,1
F034,2026-03-15 10:52:31.305238,aphid,0.5069327266977673,29.622645963618837,40.67421221751681,106.8899707032941,0.7073175737101123,11,1
F035,2026-02-26 10:52:31.305270,whitefly,0.17640329516614206,25.751028221332334,65.57668039464761,17.883575625814416,0.45688899701091,10,1
F036,2025-06-27 10:52:31.305302,whitefly,0.5841629532413072,26.063994923543568,54.71809878337753,5.992357181270641,0.6363243202947398,1,0
F037,2025-07-07 10:52:31.305333,thrip,0.8014274295900419,41.68274925080534,42.84909746141117,47.537177880806944,0.5093328823631388,13,0
F038,2025-11-06 10:52:31.305365,aphid,0.8484717992257148,26.500213950046074,42.204204702012724,81.9362934238512,0.8459206381842526,6,0
F039,2025-07-06 10:52:31.305403,thrip,0.5136670928495766,29.047705807804295,77.395143815725,16.020979274608756,0.533731254070534,19,1
F040,2025-04-02 10:52:31.305435,armyworm,0.4636981922651622,27.44561247461034,50.54820601745584,59.83008869202502,0.4968058197692606,0,1
F041,2025-07-04 10:52:31.305467,aphid,0.17312640002276591,18.82303847709058,92.29142899263542,77.18213857064472,0.6023951819721015,23,0
F042,2025-04-23 10:52:31.305499,spider_mite,0.0009889202011522658,14.885778396465259,74.00646228064139,83.92483765604862,0.6359218585249218,27,0
F043,2025-08-06 10:52:31.305530,aphid,0.03972083775804025,25.768017610034235,41.49829121532754,54.61449194708527,0.6813410226885092,6,1
F044,2026-02-26 10:52:31.305563,whitefly,0.1526359800183541,14.641296811512515,66.55529929202828,75.97972733301353,0.517280768633858,23,1
F045,2026-02-01 10:52:31.305594,whitefly,0.159165291256125,27.735074760809525,75.62817116647726,14.33819192252384,0.6557990759829362,22,1
F046,2025-11-22 10:52:31.305626,whitefly,0.2898531071010194,35.6942739963576,61.61462965110446,57.637170493921076,0.509444029784429,3,1
F047,2025-06-22 10:52:31.305657,spider_mite,0.21708969419990753,37.71155548860202,68.82853398742917,44.1942044687283,0.5895174366972873,13,1
F048,2026-03-08 10:52:31.305688,whitefly,0.05303454646559935,22.45034487853152,42.876214017178356,54.38616597088858,0.2848649675981377,10,0
F049,2025-04-11 10:52:31.305720,aphid,0.04554360827194692,9.062247079991877,53.130571228967476,33.155525400789855,1.0810537325617933,21,1
F050,2025-04-07 10:52:31.305752,whitefly,0.906846154721703,30.134806319056672,49.8635587253221,53.90608963113458,0.7015353111435506,6,1
F001,2025-09-23 10:52:31.305783,aphid,0.27875731240634527,28.575950381787482,66.2720863219578,96.92805687611127,0.7327982348412605,8,0
F002,2025-10-21 10:52:31.305815,aphid,0.6785366457615687,12.61079082545268,101.61765118727482,52.47702992013827,0.341466488653217,18,0
F003,2025-05-05 10:52:31.305846,aphid,0.6698822033816905,23.56613907214018,70.82887546316184,64.08199187072817,0.8478630770165188,14,0
F004,2026-01-07 10:52:31.305878,thrip,0.6359956350118784,2.420932389570268,60.41518667816585,26.34881307897349,0.5955146638596989,3,1
F005,2025-06-09 10:52:31.305909,spider_mite,0.8601207019171864,22.418197575484967,104.38518721502491,65.78144102692043,0.6179748013493139,12,0
F006,2025-06-08 10:52:31.305946,spider_mite,0.2981257284514761,30.70843425151455,21.73624708741678,69.90616881352534,0.5665692992043183,2,0
F007,2025-10-07 10:52:31.305978,thrip,0.30211617161575377,34.01737693626246,65.02793142724872,22.325984112870717,0.5413476214646028,13,0
F008,2025-09-22 10:52:31.306009,spider_mite,0.18261781169147706,37.311095116376336,69.22397517239597,77.54420070021214,0.6245588067945845,29,1
F009,2025-04-27 10:52:31.306041,spider_mite,0.5797391385674737,38.31582597405299,59.394152353069686,42.461445454342446,0.44624512373655156,5,0
F010,2025-04-16 10:52:31.306074,whitefly,0.045823138835011656,30.483397763874386,47.99648218224527,11.503298927099323,0.6258144394251782,25,0
F011,2025-09-18 10:52:31.306105,aphid,0.49876123645670445,36.4571074382912,102.51432458872799,47.17998857695579,0.6116977557130893,17,0
F012,2025-08-17 10:52:31.306137,spider_mite,0.5561812878815152,11.408888759388388,33.050171153038356,58.51813107556893,0.7604506700685635,13,1
F013,2025-08-08 10:52:31.306168,aphid,0.6344282213770794,38.58516020925714,68.4709535875956,54.540991555289104,0.7617473401994364,3,1
F014,2025-07-05 10:52:31.306200,aphid,0.5019790102653816,24.719720118126286,39.56684215502125,77.41874870928748,0.9004185601688584,28,0
F015,2026-02-01 10:52:31.306231,armyworm,0.9105489431716679,19.0073633760542,68.58969661987459,54.4889110178935,0.5576280672180394,15,1
F016,2025-12-17 10:52:31.306263,spider_mite,0.9118012121104069,25.621025345083886,95.39974902614739,52.4761292239869,0.47937461689626876,3,0
F017,2026-03-03 10:52:31.306294,armyworm,0.15668368228458163,31.17469958839494,39.60086694023491,66.2299765303337,0.6861068421901961,20,0
F018,2025-09-06 10:52:31.306325,armyworm,0.6004663726468715,29.609675754805842,45.67546685671756,35.27595955571755,0.6717190613261816,28,1
F019,2025-10-11 10:52:31.306357,whitefly,0.5593145245593081,38.292699921646275,56.266035370003195,39.64890565494807,0.6699207145799013,20,1
F020,2025-11-29 10:52:31.306388,spider_mite,0.02375544249276096,27.12128289488005,100.55920334620149,74.46030287720964,0.3889014527198628,0,0
F021,2025-08-29 10:52:31.306420,armyworm,0.6422917975728585,11.599911035541782,73.76736447290872,39.34542469648965,0.6815342097717538,29,1
F022,2025-10-24 10:52:31.306452,whitefly,0.20307008581117947,21.271458187412687,66.9122996758561,14.922110225338884,0.5424857394986533,27,1
F023,2025-12-15 10:52:31.306483,whitefly,0.21874671069471563,27.669160142538065,83.29338892205774,72.47069439490734,0.5710134653662737,3,1
F024,2026-01-07 10:52:31.306515,aphid,0.4215101716514613,25.6705911425895,74.54130734884987,32.09762748249341,0.7162052623711066,0,1
F025,2025-04-18 10:52:31.306546,aphid,0.7927677075466159,22.48088229365917,95.57786185247035,24.418393159587794,0.6803940229168965,6,0
F026,2025-04-21 10:52:31.306577,armyworm,0.20974777777348552,21.681718518011618,66.9809264404798,35.42224831003038,0.7484360659489879,9,1
F027,2025-07-18 10:52:31.306609,spider_mite,0.9985851481595034,22.894571103323393,75.7251257972655,-17.399743538717715,0.6577063813263232,12,1
F028,2025-12-29 10:52:31.306640,thrip,0.873202193988831,41.41308749553779,47.50037194830884,51.68034249477299,0.5622627236573952,26,1
F029,2026-01-21 10:52:31.306672,whitefly,0.8810533064384602,22.76118212235697,74.53033544844695,14.854920973150051,0.5805710392692048,12,1
F030,2025-07-07 10:52:31.306704,thrip,0.2672530101675138,38.702163443317396,72.12138214015053,82.48341594505064,0.5589813937737544,7,1
F031,2025-08-30 10:52:31.306735,armyworm,0.41212899979040385,29.27995352301768,82.2755687776806,62.38797373299737,0.8662328544337146,15,0
F032,2026-02-28 10:52:31.306767,spider_mite,0.020406009530445246,29.565708072416502,58.48013930739511,37.542036480605724,0.8184983545035038,26,1
F033,2025-05-15 10:52:31.306798,whitefly,0.004442250434683825,40.40911388227502,80.87094185931505,44.97989763928948,0.5028378454380128,14,0
F034,2025-09-29 10:52:31.306830,armyworm,0.9211900221615744,25.022247469453948,76.62551212368915,51.91532715284598,0.48411787134923767,6,1
F035,2026-02-10 10:52:31.306861,armyworm,0.4022917936593563,34.13304029848442,81.033786324014,43.302949613707504,0.39460282402985525,23,1
F036,2026-03-13 10:52:31.306894,thrip,0.07823908020559489,32.07155733813072,55.240348761302315,38.201228677311,0.4412995193533489,8,1
F037,2025-06-25 10:52:31.306925,armyworm,0.601579434285506,43.19238547012178,85.30831153117164,60.71405875837857,0.3705470196342257,9,1
F038,2025-08-19 10:52:31.306962,spider_mite,0.13503544458711159,16.605369690902805,51.74806796014457,71.32859560939957,0.5957010476343296,29,0
F039,2025-09-04 10:52:31.306994,thrip,0.2821067804504037,26.62200208976812,86.88718266184378,20.34135304270343,0.6972240135180702,8,0
F040,2025-11-07 10:52:31.307025,thrip,0.38496159468616464,30.106361848067777,57.97809654200519,46.9064597482899,0.7586892776102261,7,0
F041,2025-05-24 10:52:31.307057,thrip,0.10722947347367218,28.548778432555313,82.19401485042086,84.06690459571436,0.5772496348058576,20,0
F042,2025-06-07 10:52:31.307089,thrip,0.30641391911167004,25.754642378447677,73.82096119326492,52.35961519506234,0.6398336495996576,18,0
F043,2025-11-17 10:52:31.307121,spider_mite,0.35285549458081833,34.844001650248664,49.6966542532575,72.74799808696635,0.6119619234377534,26,0
F044,2025-10-27 10:52:31.307152,whitefly,0.84506838880431,19.31361097939535,45.40242949167492,58.47666943429196,0.8019281402355404,26,1
F045,2026-03-28 10:52:31.307184,spider_mite,0.6802597648854134,11.639298249410086,62.976068359694864,44.83115148335658,0.8867014809731423,26,1
F046,2025-10-06 10:52:31.307215,armyworm,0.5516793108458001,15.528855345296908,72.36388827121547,54.64339558266542,0.7211913247682746,21,0
F047,2025-10-11 10:52:31.307246,aphid,0.9905538733302488,16.319978634496096,98.83838495195486,52.53806435474944,0.5138873179611191,28,1
F048,2025-10-11 10:52:31.307277,armyworm,0.48961998930343564,21.580359515263172,112.19186986660193,44.739592531350624,0.5139142617796275,7,0
F049,2025-11-16 10:52:31.307308,whitefly,0.10628058434025311,21.57322167545705,91.35882112180148,56.32925949716196,0.8259576482836702,3,0
F050,2025-12-03 10:52:31.307340,whitefly,0.7377044730805526,20.414408531461074,57.59060540122914,60.38423714085063,0.6563084993340575,21,0
F001,2025-06-03 10:52:31.307372,thrip,0.5772379789634223,14.855238077338583,70.87924017552902,58.7176757482287,0.45723639689829654,10,0
F002,2025-09-09 10:52:31.307403,armyworm,0.4800891357506125,21.65675483372679,71.69281174941575,52.401037354634,0.6736602283885316,11,0
F003,2025-08-09 10:52:31.307434,whitefly,0.2234421428034432,27.69558149784835,30.666139355440983,75.93609463641097,0.7049534977309234,21,0
F004,2025-09-17 10:52:31.307466,aphid,0.6334778725134569,38.98703184021174,76.70763470998247,62.5940119813423,0.7462579190033057,11,0
F005,2025-09-02 10:52:31.307497,spider_mite,0.5160454896664377,31.17997471235808,66.40236923693232,34.83909488959442,0.7069485724489348,25,1
F006,2025-10-09 10:52:31.307529,armyworm,0.5562442688899243,43.37492673460452,55.109320390828515,52.696988835688856,0.3862361544301247,26,0
F007,2025-12-18 10:52:31.307560,aphid,0.22644560927763813,20.786995558834267,65.04050963199927,64.53259157289968,0.7131483717735565,18,0
F008,2025-07-06 10:52:31.307591,whitefly,0.8361961644903338,16.474172626995163,67.12488480434132,68.0886539367813,0.5558148709407661,28,1
F009,2025-05-08 10:52:31.307623,thrip,0.7106147838184219,19.736007796745547,57.42906235451078,30.28780379533421,0.5984748149273899,11,1
F010,2026-01-18 10:52:31.307654,spider_mite,0.7552738367628076,18.293477807325566,58.71406002848904,55.37302989637189,0.3667873691220854,0,1
F011,2025-04-14 10:52:31.307685,armyworm,0.4475755023237492,22.57568692985991,69.04792700174397,62.08324891271228,0.4769643503032253,28,0
F012,2025-08-27 10:52:31.307717,aphid,0.5939763506323792,22.05487505641112,46.839949340697984,40.58077954340774,0.5787183091330054,17,1
F013,2025-04-24 10:52:31.307748,thrip,0.7404783484698723,27.7659868300914,47.52783790607576,81.02656601621784,0.6855879660222576,11,1
F014,2025-09-30 10:52:31.307780,thrip,0.11803736415347821,30.486649170002103,68.04706597923621,55.90473555979628,0.4771403887939177,22,1
F015,2026-02-03 10:52:31.307811,thrip,0.5926127266871463,16.03881956545012,101.50965007606997,52.962067995598474,0.652599873887857,17,0
F016,2025-12-06 10:52:31.307842,thrip,0.3170405905326996,31.424484464879505,60.56540276293029,49.37940090283459,0.27199116598724865,27,1
F017,2025-10-21 10:52:31.307873,thrip,0.29736563210311895,29.580323593142655,69.05433781813441,39.116386015705544,0.43423694675032487,25,0
F018,2025-05-23 10:52:31.307904,thrip,0.5659359246593293,33.112799290488915,52.08405438235104,78.5181826676903,0.5828237330614432,22,1
F019,2025-08-04 10:52:31.307939,aphid,0.196242383705019,27.99061658495324,62.6951152971239,18.015185409020752,0.5136863238293724,24,1
F020,2025-12-06 10:52:31.307972,aphid,0.7590698233007152,27.441141354861884,41.123767126412105,30.137441681067536,0.4660338286546788,10,0
F021,2025-04-18 10:52:31.308004,spider_mite,0.49760538815275646,31.65162972445405,65.95578782986341,39.10333281666171,0.8149261412715127,9,1
F022,2025-12-16 10:52:31.308035,spider_mite,0.7461844081842008,34.69244624528162,44.156980476135544,48.99057377765796,0.7430353571880873,27,0
F023,2025-07-31 10:52:31.308067,aphid,0.48939459741388847,36.216202770429106,66.16867082810248,73.53990102564339,0.5969759076444584,2,0
F024,2025-09-03 10:52:31.308100,aphid,0.4902383177773627,13.23922571775827,64.7207870564994,41.67355458773671,0.5886499717050231,21,0
F025,2025-05-30 10:52:31.308131,thrip,0.9373365222016312,33.03057818932092,49.02475603939447,49.732706543927854,0.7205219187957731,7,1
F026,2025-08-19 10:52:31.308163,whitefly,0.1481423126513951,27.973065116511115,67.20745533698972,43.77358961797664,0.592156870917974,21,1
F027,2025-08-23 10:52:31.308194,whitefly,0.029137828716064962,31.429007164494386,70.24964337900488,84.4578788835257,0.7241532482055224,17,1
F028,2025-10-10 10:52:31.308225,armyworm,0.7992816032122764,22.72713377681275,64.48890317090088,64.43884129531024,1.0395958142882409,10,0
F029,2025-05-24 10:52:31.308257,aphid,0.679623840801073,29.113249567254922,52.31502882542965,24.321679920870213,0.6791569501961221,16,0
F030,2026-03-25 10:52:31.308288,whitefly,0.3892931353472766,28.64254624509121,36.23417177643941,56.7766410283333,0.2209716392318321,22,0
F031,2026-02-19 10:52:31.308319,aphid,0.09487848902355511,29.28670113775125,82.176260666221,68.6487800417747,0.4110127667984166,19,1
F032,2025-11-05 10:52:31.308351,whitefly,0.5079832388551687,13.575291189966569,69.30737608560622,46.85606625284137,0.5000878164521224,22,1
F033,2025-10-18 10:52:31.308382,thrip,0.807761659459418,29.721612360410155,57.69896406504706,35.36302812440563,0.6689186412601213,6,0
F034,2025-06-26 10:52:31.308413,thrip,0.6466565847326344,36.64260305780234,62.67791058042,58.86495229137296,0.6017599827367553,10,1
F035,2026-02-20 10:52:31.308444,aphid,0.5282112338820979,27.46090281513366,46.77880653940576,20.84308642624099,0.44543818129627966,19,0
F036,2025-09-05 10:52:31.308476,armyworm,0.9537589969948018,39.46783619792227,54.74280326920888,41.16916084021551,0.546708239656259,9,1
F037,2025-11-25 10:52:31.308506,armyworm,0.09571537499536387,32.7902874222283,57.38845593650226,36.78924301216922,0.5401303266704491,23,1
F038,2025-12-09 10:52:31.308538,whitefly,0.9273251976102934,32.478753471595006,38.77163584552686,47.75822575731662,0.40422343879193656,19,1
F039,2025-09-15 10:52:31.308569,aphid,0.920745358857655,3.8370965628784823,92.48615054626461,35.41596564889398,0.5432160835482633,0,0
F040,2025-05-16 10:52:31.308600,whitefly,0.9761951250108966,19.028503320862928,73.60988313935782,83.85704991899924,0.7116149700197559,22,1
F041,2025-05-01 10:52:31.308631,spider_mite,0.007066940670805599,31.09552678430532,58.414941927419484,42.54967813788655,0.5801506929953911,10,0
F042,2025-11-30 10:52:31.308663,aphid,0.37119660941834065,30.135453770408112,69.90658245859922,33.5132445671653,0.462092231193175,11,0
F043,2026-02-10 10:52:31.308693,aphid,0.026424089876750156,24.76998359829813,74.54708642651497,35.727022571321726,0.4382898350529798,16,1
F044,2026-02-14 10:52:31.308725,spider_mite,0.5383767266071844,28.60406239777681,56.42307942209399,26.8977787454209,0.5806324096350088,13,0
F045,2026-02-27 10:52:31.308756,whitefly,0.2950854724881161,22.24358540212882,78.16266119976554,56.230014347171725,0.45363431197191517,2,1
F046,2025-05-03 10:52:31.308787,spider_mite,0.18279610680492775,31.025260866912166,90.2184036295038,61.78899622110267,0.6393224185670191,19,1
F047,2025-11-16 10:52:31.308819,aphid,0.8490454407089042,19.913390425431114,50.58074296625013,63.646545151913465,0.5492659480204858,29,0
F048,2026-02-23 10:52:31.308850,spider_mite,0.1487593099478589,39.42013712449868,51.13074630567414,45.537059007468855,0.4021884839707943,2,0
F049,2025-08-24 10:52:31.308881,spider_mite,0.8323361373517707,20.020103007522692,65.88580534198545,13.616216164551602,0.5526906780207821,13,0
