field_id,date,temp_avg,rainfall_mm,soil_ph,soil_moisture,ndvi,growth_stage,market_price_per_unit,yield_kg_per_ha
F019,2025-08-14 10:52:30.747841,19.3755628153105,32.95628896273105,5.956945769810387,0.4001319081706302,0.6273708855467112,1,671.2138543492348,372.36872024407404
F017,2026-02-23 10:52:30.747107,27.866029779549738,44.481665782286676,6.460802813214137,0.5418767771404983,0.3624094228313817,1,635.5159771033788,498.3436043889162
F017,2026-03-10 10:52:30.799616,28.10560130728923,73.01530974388199,6.145726187086626,0.28096260052361144,0.4067657610136353,4,455.9113051896585,606.89324025461
F037,2025-05-25 10:52:30.770377,24.552239361154975,48.13874346914098,6.167499461674128,0.6752085883752905,0.5389496514891504,2,552.7709080344559,492.0714141995974
F037,2025-07-24 10:52:30.826443,28.274049184164994,37.82267784904521,6.38344149918446,0.4519229396458835,0.5270658844477694,1,522.5585290035057,384.4626654359884
F040,2025-06-09 10:52:30.741065,20.039340314663782,42.97590106081019,6.529837200816059,0.26429569094367267,0.5421760985606361,4,542.2566380368463,573.9460813282133
F032,2025-06-01 10:52:30.832164,22.962985789742767,42.38799498935333,5.670949535773241,0.7423301318400409,0.5934689702937423,3,467.9150791609395,491.55894735033223
F004,2025-06-01 10:52:30.817307,18.078359487875026,48.22983341663015,6.902726334279234,0.4223444754539852,0.6904224166715888,3,610.7636430047813,587.6815823357254
F021,2026-01-16 10:52:30.778441,39.84702355683129,25.145849617463412,6.96631497111435,0.6684904579423072,0.4666794719528522,2,505.8594528641397,467.7015810280343
F050,2025-06-08 10:52:30.757194,27.057801058967687,42.21791071781723,5.896211328915707,0.2593247979867355,0.7462492622315625,2,498.50308424273226,441.2032466231194
F048,2025-11-14 10:52:30.778011,31.150991876178733,81.25175637953484,6.365899840014047,0.3397727186117838,0.7629846905995262,4,506.15291374029886,556.212538805739
F019,2025-06-06 10:52:30.779453,24.791011323374665,33.47937369108888,5.766416520293216,0.5424263909663699,0.7195149446984411,1,455.6457549489074,453.3764587198455
F002,2025-09-13 10:52:30.775900,31.98895974441999,1.4986224578894678,5.424744321176923,0.9110446586757177,0.787091277768212,2,456.3682822793962,571.3280389544195
F014,2026-02-04 10:52:30.746360,20.759118089454653,74.39864217266353,6.733431234729101,0.4586810320508123,0.4132607486222371,3,402.43993891821117,479.4750087570002
F049,2025-11-04 10:52:30.791506,23.734395150893995,55.22122287249345,7.001260169693729,0.5527513256222496,0.527306487562965,2,247.05490535320345,456.6235375838289
F037,2025-11-13 10:52:30.811222,34.680413514669105,18.35881525953557,7.155668274469593,0.45278962359774416,0.7278323275402963,3,428.4770658523561,640.2742987390984
F004,2026-01-12 10:52:30.819618,49.753519842892146,53.69651754405017,7.2869744480427645,0.5042109348594148,0.24417348527764016,3,527.4874009317032,466.20522363469007
F045,2025-11-10 10:52:30.748209,19.40356295494953,25.981120575470218,5.574938618142842,0.3710018387322199,0.4253049767522967,1,518.9098560651568,358.878291634794
F028,2025-10-31 10:52:30.788016,17.319052624817516,44.35502089540506,6.354556695075585,0.2745276405053275,0.6547228930382473,1,536.8957581448727,277.72541381812607
F008,2025-12-16 10:52:30.768939,31.87395342275048,45.86078695038385,7.184199050501482,0.8593671699042066,0.6339398221899988,4,606.4863427231203,721.106981333084
F026,2025-07-29 10:52:30.814806,23.98282991431034,43.42755922223969,5.704117954368078,0.20469883974730763,0.570735508361047,4,461.92878663028955,498.4670025194204
F001,2025-12-13 10:52:30.746169,21.89614798450774,81.69981714420652,7.349994987933571,0.3471415012336613,0.39769450144177404,4,645.9922899425706,624.9838308543581
F008,2026-01-05 10:52:30.786347,24.066088608297456,45.290000543660554,6.894412541550734,0.43558980632846145,0.2982578524019195,1,655.2139751314312,428.1396851106065
F032,2025-08-03 10:52:30.824980,32.221907763770076,42.99217060559269,5.896812153064273,0.5968291834830183,0.4691602116160406,1,509.09099143977636,540.6186531279615
F019,2025-12-30 10:52:30.747134,34.02362103956658,11.773112847424159,6.232018231441821,0.6126955222968979,0.4988574426857659,2,600.9889966881444,504.8816275303278
F042,2025-06-25 10:52:30.779939,26.9263403723485,48.60174305016374,5.443613515532911,0.5005407742194193,0.5126285778546537,3,384.9352587985346,511.5586917516632
F040,2025-11-07 10:52:30.796581,13.100969389154015,42.08615622928854,7.771186022839496,0.36417021519988263,0.5286967416389697,4,504.09573628675764,618.0242411310242
F007,2025-12-11 10:52:30.792322,20.798927173954084,9.363688426922167,6.73367883710842,0.2553668787196246,0.7987492390366169,3,489.0709142652888,494.9615811871389
F024,2025-09-24 10:52:30.788992,24.740579661175786,69.16697541596744,6.955757598367921,0.4886554352177031,0.49610268225622284,3,529.15070687045,571.7622681464095
F046,2025-12-06 10:52:30.835124,18.897212339368007,74.16456713352046,6.401562220533144,0.6667787175770439,0.49896348456755124,1,354.25464848469534,431.06102814092804
F045,2025-12-12 10:52:30.819491,20.325024417665666,53.72930189653096,6.428081084461442,0.5144842199102618,0.5822106375404626,3,653.6321104022159,642.763965307019
F025,2025-06-14 10:52:30.757715,7.226398721469543,32.13128918920005,6.323009251865022,0.46338458383504627,0.3947415635257011,3,458.90961418126176,368.2541259088679
F026,2025-09-23 10:52:30.815508,35.32688562053909,30.650606414301652,6.651295149628211,0.5635553950105571,0.4396006577557675,3,593.333567675822,581.5862128550576
F002,2026-03-03 10:52:30.746182,47.23205888912052,35.112601892831236,5.907778109552804,0.4550460403940386,0.5338043433070139,1,656.3515740531437,418.7724554021413
F005,2026-03-10 10:52:30.820351,23.430682877835252,42.64961063270458,6.750346284509521,0.7251370687857176,0.47846456262344955,4,392.9285185985151,456.46292596286764
F004,2025-10-24 10:52:30.834310,23.98843779958943,53.89435376310794,6.468690786886491,0.5297269522503284,0.562381464232897,3,501.37102340156775,535.5966325478837
F039,2025-09-05 10:52:30.807017,28.331454200410587,55.66167558618718,6.79855323351625,0.44306410028985777,0.7181010016269789,3,668.7974874005236,591.9684965545662
F015,2026-02-11 10:52:30.817461,22.44494430690869,60.62793048605007,6.14458959410612,0.6877856985119264,0.49522819222686254,3,737.0899714069169,490.575373284028
F029,2025-09-26 10:52:30.764453,26.257706922589936,42.54381735013785,6.4174047394310385,0.5019620712339645,0.7312390033913054,1,653.66884629014,488.8028962799125
F003,2025-05-03 10:52:30.805520,15.478126380433912,43.85074771584013,7.254833594527312,0.6879463879284844,0.6852995871147826,4,545.2303809653455,630.2708545018612
F016,2025-11-16 10:52:30.764979,28.204296576284815,45.020789864684225,5.993779906351611,0.31037214703751664,0.7422179489314022,4,337.3270061105764,602.1583846070718
F024,2026-02-19 10:52:30.809618,24.41490953344417,48.870559584094494,6.971500068227257,0.33859649196500485,0.4746632333623174,1,382.6429040521436,371.5314144867367
F014,2025-04-17 10:52:30.784952,34.14183945042554,0.0,7.327192449735163,0.7768800026291387,0.3735157022234459,4,397.7141310500642,500.92075701801656
F018,2025-06-18 10:52:30.802884,33.2179745134701,50.831890877143486,5.817534177997554,0.4963701334041175,0.5358530914207167,3,575.1928516241572,409.82504508313923
F035,2026-03-03 10:52:30.796464,30.26072817040849,37.447197699471545,6.493165348761425,0.4675084982481763,0.6096783108809768,2,343.71611192290464,502.012934286372
F014,2025-05-18 10:52:30.759677,17.75300583785612,39.2631772461866,7.0663574854644144,0.2592428714312868,0.4641279772138195,2,592.169612937732,375.3665909921875
F023,2025-06-09 10:52:30.828813,12.572181052004524,37.7379291749006,6.6856908122862855,0.5325992279838201,0.4245804239901417,2,586.2528093170279,390.4965741016739
F050,2025-10-31 10:52:30.755117,23.219767048800755,53.83302228632396,6.172530823376878,0.6052616258250652,0.6628530594510755,4,438.54028609918856,621.7598398278927
F049,2025-06-03 10:52:30.809265,28.849621179884807,72.86623199442442,5.37362449955787,0.3766800349298744,0.6533689148912192,3,322.1140094736684,638.7436881178713
F010,2025-10-22 10:52:30.761028,30.42959835159232,65.75695563648802,6.472545759895144,0.3170724740862693,0.6303807167126083,2,448.9685861364299,491.2097818846569
F015,2025-07-07 10:52:30.803722,22.120085794037017,103.72519099433333,7.5118085676260895,0.5126700370129205,0.32558893225463287,2,743.7177844026401,453.7113410409951
F027,2026-03-30 10:52:30.763025,41.377827165917786,31.90625971153766,6.549009808925851,0.666648786075105,0.47923090317916933,3,395.13296596170056,530.3236244276854
F043,2025-05-30 10:52:30.741843,28.36620301548767,15.829683112311784,7.1325604101533155,0.47770664759367815,0.6210204938707001,4,707.9259274447148,577.3553539020113
F033,2025-11-26 10:52:30.823566,20.082612679070294,73.6504675943753,6.216925932856802,0.5065071794971714,0.2662047555833457,1,450.38383290669856,369.798094870836
F008,2026-03-12 10:52:30.825341,46.629802304193205,28.87301798178941,6.9232669923306736,0.7401339339688793,0.583845701510637,3,561.3496293864965,612.9567434861265
F019,2025-05-08 10:52:30.819847,31.611040650123915,54.50526276667371,6.32065609572843,0.3726513259652874,0.5871084326081851,2,375.1393726592886,403.67442968988024
F034,2025-06-02 10:52:30.786014,14.273204018454823,60.738638346650376,6.936558391381592,0.7166981354832468,1.0038009792569975,4,404.7638149760713,616.9533891899271
F025,2025-12-22 10:52:30.820631,30.550835023624302,42.27447287836428,6.642509422503001,0.4947588710863242,0.40346417287046366,1,439.25124578013157,361.4006920151498
F025,2026-03-04 10:52:30.770211,22.153551559236192,21.21373022037724,6.353785131572505,0.6537297747520869,0.6443310947239439,4,455.80556536664807,623.6792540911302
F013,2026-02-22 10:52:30.823992,34.42500956312736,55.390087638692144,7.10720199623062,0.6174707787548374,0.7541407077106614,2,400.70865684375985,557.9311914322922
F039,2025-05-16 10:52:30.760734,36.20195734799128,67.19000024297489,6.497636256227638,0.5395103303806361,0.2887116420055503,4,599.2008522266121,508.83261478253047
F006,2026-03-15 10:52:30.801905,15.034700801089466,40.31621809402787,6.318997177495004,0.5588064961580361,0.7904420748216008,3,401.7615577731715,555.1603828529583
F037,2025-06-30 10:52:30.814256,23.197758356592963,36.35653862051347,5.379966335915004,0.5053707138096161,0.5494284622781479,3,655.7031224297448,509.2468241926654
F015,2025-04-29 10:52:30.784274,24.142558557561394,15.147139527081528,5.711215306730007,0.6159333965063768,0.6781848620140641,2,433.1027155173817,412.3645397611863
F011,2025-09-13 10:52:30.823259,20.666922063189475,32.89531949948805,6.200325739722179,0.5740627997682274,0.3967915362223683,2,675.9028315301478,427.95467827725423
F044,2025-07-01 10:52:30.760097,13.641585685946252,22.888770057153017,6.495551284112746,0.36579325412551633,0.43844119003122983,3,484.6389433065625,474.1608102095805
F048,2026-03-18 10:52:30.823774,20.493251440234786,86.15817411959303,6.1940993235468085,0.616384815807998,0.3485802646604401,3,390.66557559257427,474.81488761581943
F042,2025-06-26 10:52:30.814326,17.652294979266273,52.371399216261274,6.5330519745227305,0.3383205033772768,0.4956758978141637,3,514.1997211963936,485.4705840863503
F049,2026-03-08 10:52:30.828101,25.353550482855972,44.841665287941325,5.850814198623382,0.5074320059570376,0.5054039609285182,1,658.0690168456065,373.02015460590405
F005,2025-09-27 10:52:30.794522,32.587951118044465,2.6260508358629338,6.75362376904116,0.12255934632213555,0.9662266900806262,3,508.3075151077852,487.1304494790053
F030,2026-02-28 10:52:30.782147,33.5984032947126,34.74317185206236,7.22190613840409,0.46151212732111485,0.45761609944666337,1,663.8394076980481,413.35320975646613
F027,2026-01-14 10:52:30.826294,25.900953361860655,54.31482573324031,6.822753388465937,0.49402431214005993,0.6868112235487215,4,561.3775179938292,565.9780747831653
F028,2026-03-01 10:52:30.807565,28.745841976560786,50.54476265954584,6.6617249554502065,0.3449180354562723,0.42066366263652816,4,455.8958919114158,543.1076015915986
F019,2025-12-15 10:52:30.745012,26.888678659362842,50.06486299640028,6.400769554379005,0.5118965140337515,0.5057178993078538,3,554.4376460950571,466.39359847002027
F022,2025-12-19 10:52:30.777585,28.57886626790168,36.55797206948511,6.365896042827233,0.3697297206295211,0.6525257870623716,3,425.31047060537435,444.26835291390057
F002,2025-07-04 10:52:30.757222,26.10517354206918,64.00513585284955,7.051239658569151,0.5957459480701054,0.6218711232653273,4,295.8651914306804,502.870798818114
F024,2025-09-20 10:52:30.782848,27.82111169279022,10.824415648077299,5.704612658567304,0.869872149029155,0.5563406415017065,4,500.3179780292333,609.5802870503695
F021,2025-11-06 10:52:30.809573,28.435113353419347,59.52320442341537,6.588792769101181,0.4056360781992038,0.7049903768142667,3,530.8273388033862,609.2789160055303
F026,2025-08-19 10:52:30.776943,23.917777225690827,6.887524736820573,7.258824034450462,0.8654077813643982,0.6739410500633669,3,542.9541558548949,584.920818193416
F023,2025-05-24 10:52:30.805888,31.6776436165789,63.14973068908593,6.448477611917215,0.44564102337411554,0.7018836863281669,4,681.8402969290648,627.7612673851181
F015,2025-12-13 10:52:30.808790,38.42434488220002,65.12371592703528,5.558415004982523,0.24584328106459002,0.6539779263750111,1,532.2980969226239,389.4624388735126
F039,2026-02-28 10:52:30.795200,28.838804395412033,31.229006961515974,5.897485329719296,0.5472844474993741,0.5451101022910081,2,620.8695662520728,473.0552853798771
F023,2025-04-08 10:52:30.770183,28.94835173110966,65.16638013487926,6.780898347126436,0.6005653131544441,0.8531140355941706,4,378.07009927605964,603.9618372488579
F003,2025-06-05 10:52:30.833179,40.28302687902203,37.43605976052886,7.286079961490608,0.33725991823544005,0.36982801611655014,3,411.31998398026735,660.3685035845341
F042,2026-03-12 10:52:30.741829,26.505586137781144,78.92150289793867,6.578139315491005,0.3386015593698428,0.5877739114976257,1,487.3603340764898,489.41339460490957
F026,2025-11-25 10:52:30.821374,26.38226336569796,30.87975319177444,6.760569406303481,0.5991437559028341,0.6560695399099928,1,628.2555944563903,451.70601360794757
F009,2025-08-22 10:52:30.740639,37.49208079716274,57.85004561851609,6.778172506064924,0.4054761682541248,0.5116832028021727,2,516.9836518396855,470.44567588971006
F025,2026-03-01 10:52:30.741597,15.67359982372227,62.3374303210276,6.772432076623075,0.524614625993142,0.44252494688974725,4,383.14907323829647,603.1672385607764
F014,2025-10-04 10:52:30.789609,21.293243330678653,47.55191274092637,6.877737760332961,0.47141575178828476,0.7452232627504467,1,551.7897306278642,534.6208853331574
F046,2025-05-19 10:52:30.794379,32.053166244118245,55.720402085225615,6.052830151506422,0.7525957080311572,0.5725534776990577,4,598.8413400695449,671.6429633028338
F009,2026-03-29 10:52:30.800353,15.908198853703702,49.038368714695906,5.95175063291335,0.45086418327236766,0.6208308225262394,2,398.62230829720465,453.20364544423177
F049,2025-08-04 10:52:30.764743,17.364312430048287,81.91622269599543,6.902112533108526,0.4505664475968663,0.7066813927940735,1,320.97562419892614,397.0735658681457
F011,2026-03-08 10:52:30.761042,25.933490036157398,46.69576025319075,7.086884407119271,0.40865930614092405,0.5190664553194674,3,562.4945137552519,571.9295501253915
F049,2026-03-03 10:52:30.833111,29.266317132931576,34.42244261355533,6.622459692519808,0.5146248201478205,0.6984129420807109,3,432.41845531450923,554.8849747447124
F032,2025-06-06 10:52:30.774913,20.911582121224882,46.966692048357395,5.562868834034694,0.7504658059097469,0.6649633125595413,4,464.874444300108,554.8094422790862
F036,2025-11-23 10:52:30.824312,15.648972360414891,77.78008897131755,5.482682075169104,0.5521288482043705,0.7221780531724388,4,561.5993409040718,584.5815760779847
F043,2026-02-12 10:52:30.832311,34.40245517990067,12.745217142156292,6.038653265150597,0.5588904272271003,0.3563223675545294,2,411.69208228809157,411.2533140507004
F031,2025-11-19 10:52:30.832820,26.63225190400296,62.45839540312315,6.603877187618873,0.6218203509851011,0.5834634566383924,1,487.9051333522823,477.35684316658137
F016,2026-02-06 10:52:30.780301,27.152818925586214,86.38451779010454,6.149589591094789,0.5588323186223678,0.45149646959016765,1,315.6314227754574,457.8992913003878
F015,2025-06-02 10:52:30.757401,22.044272719614078,48.135310166475314,6.034447268798475,0.6055954860752757,0.5218374500086306,4,486.44074761423036,609.1146903108946
F036,2025-12-18 10:52:30.806120,22.918535933073716,71.38224395035623,6.0245668213179755,0.35237624403299084,0.6024324354683567,3,438.85851679215637,457.5147137866701
F027,2025-10-13 10:52:30.746546,18.341377145266026,6.42331317484112,6.83932712359491,0.7051209630110746,0.5866713232049047,3,727.9501943575931,525.3881839457011
F031,2025-05-23 10:52:30.785246,20.528579633015525,41.13564672705925,6.7467839723147955,0.6241870405861272,0.6878801691163271,1,479.9515605071692,405.0213069495656
F044,2025-08-12 10:52:30.811356,19.059146012113818,39.70341252749058,6.319238580833835,0.30423506912462805,0.3474034930367584,4,420.25450979746165,495.0863892899366
F014,2025-06-08 10:52:30.808776,13.463276187865846,38.22236771282971,6.751454588373857,0.5159844392419964,0.8471354991584842,1,484.0525446035937,497.536287427345
F017,2026-02-19 10:52:30.764993,15.012287610489034,43.781445148954234,6.188242690457171,0.47606919930688274,0.25226169195617354,4,584.5074048142305,482.4330344263663
F013,2026-03-24 10:52:30.744190,31.285596924550006,84.59994989907509,7.030218772459392,0.6282289288929086,0.720106840593154,3,394.56930892838704,660.005631891058
F012,2025-11-27 10:52:30.765739,29.49729217849994,40.33009529964413,6.2051001343195304,0.4628185248983598,0.40170678878015154,2,541.3869796522691,460.73568508422795
F009,2026-01-13 10:52:30.746994,27.78074502573024,88.90085609766862,7.195224554867688,0.7529785148368848,0.37585745008023674,3,367.25219186100486,561.3450648834005
F017,2026-01-31 10:52:30.741488,16.00080195980683,11.70702077652394,7.033138671020765,0.6087392002095343,0.8955417667785301,4,433.0659344377543,648.3473597527037
F034,2025-05-10 10:52:30.776349,26.94069083661429,48.534750608501994,5.855681279433401,0.6627132023142182,0.42382017580229736,4,523.7507766688443,496.2182855206821
F050,2025-04-29 10:52:30.820281,13.801816447906894,57.00387595478205,6.4221558717956535,0.6973253407186795,0.7819796773365912,2,384.93223639710334,549.8356248943492
F033,2025-06-15 10:52:30.775630,28.648639268178385,55.44344308346094,6.003269988501728,0.46858363529092517,0.569934607331576,1,304.1028988234516,450.6053572843469
F025,2025-09-17 10:52:30.755459,20.340174843974395,36.66998535106169,7.161185296434179,0.537016992755212,0.9211652197049423,4,584.6888770217009,663.900584905817
F022,2026-01-15 10:52:30.758960,39.66552914605722,53.64059935044944,5.822167620749719,0.4106594511471203,0.6905930478778858,2,611.5228439345788,461.2379006718654
F032,2025-08-16 10:52:30.802395,26.289166661998628,69.05927510123504,6.1358915615387,0.5428495103726533,0.50207152361092,3,528.955974396311,549.2771934556904
F010,2025-05-02 10:52:30.797847,29.038687769131087,42.55043548370296,6.901146373084398,0.83230736409948,0.6382032198184501,1,688.2043696797164,512.005856394983
